GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AHF001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G1800890","1860","Indiana","180","Lake","0890","Lake","22","890",9145,0,9140,5,0,0,,
"G1800910","1860","Indiana","180","LaPorte","0910","Laporte","22","910",22919,8348,22784,135,0,0,,
"G1800930","1860","Indiana","180","Lawrence","0930","Lawrence","22","930",13692,0,13574,118,0,0,,
"G1800950","1860","Indiana","180","Madison","0950","Madison","22","950",16518,0,16458,60,0,0,,
"G1800970","1860","Indiana","180","Marion","0970","Marion","22","970",39855,18611,39030,825,0,0,,
"G1800990","1860","Indiana","180","Marshall","0990","Marshall","22","990",12722,0,12719,3,0,0,,
"G1801010","1860","Indiana","180","Martin","1010","Martin","22","1010",8975,0,8923,52,0,0,,
"G1801030","1860","Indiana","180","Miami","1030","Miami","22","1030",16851,2506,16631,47,0,173,,
"G1801050","1860","Indiana","180","Monroe","1050","Monroe","22","1050",12847,0,12822,25,0,0,,
"G1801070","1860","Indiana","180","Montgomery","1070","Montgomery","22","1070",20888,0,20738,150,0,0,,
"G1801090","1860","Indiana","180","Morgan","1090","Morgan","22","1090",16110,0,16003,107,0,0,,
"G1801110","1860","Indiana","180","Newton","1110","Newton","22","1110",2360,0,2360,0,0,0,,
"G1801130","1860","Indiana","180","Noble","1130","Noble","22","1130",14915,0,14907,8,0,0,,
"G1801150","1860","Indiana","180","Ohio","1150","Ohio","22","1150",5462,0,5439,23,0,0,,
"G1801170","1860","Indiana","180","Orange","1170","Orange","22","1170",12076,0,11816,260,0,0,,
"G1801190","1860","Indiana","180","Owen","1190","Owen","22","1190",14376,0,14291,85,0,0,,
"G1801210","1860","Indiana","180","Parke","1210","Parke","22","1210",15538,0,15342,196,0,0,,
"G1801230","1860","Indiana","180","Perry","1230","Perry","22","1230",11847,0,11844,3,0,0,,
"G1801250","1860","Indiana","180","Pike","1250","Pike","22","1250",10078,0,10064,14,0,0,,
"G1801270","1860","Indiana","180","Porter","1270","Porter","22","1270",10313,0,10296,17,0,0,,
"G1801290","1860","Indiana","180","Posey","1290","Posey","22","1290",16167,0,16031,136,0,0,,
"G1801310","1860","Indiana","180","Pulaski","1310","Pulaski","22","1310",5711,0,5711,0,0,0,,
"G1801330","1860","Indiana","180","Putnam","1330","Putnam","22","1330",20681,0,20662,19,0,0,,
"G1801350","1860","Indiana","180","Randolph","1350","Randolph","22","1350",18997,0,18172,825,0,0,,
"G1801370","1860","Indiana","180","Ripley","1370","Ripley","22","1370",19054,0,18967,87,0,0,,
"G1801390","1860","Indiana","180","Rush","1390","Rush","22","1390",16193,0,15774,419,0,0,,
"G1801410","1860","Indiana","180","St Joseph","1410","St Joseph","22","1410",18455,3832,18338,88,0,29,,
"G1801430","1860","Indiana","180","Scott","1430","Scott","22","1430",7303,0,7301,2,0,0,,
"G1801450","1860","Indiana","180","Shelby","1450","Shelby","22","1450",19569,0,19548,21,0,0,,
"G1801470","1860","Indiana","180","Spencer","1470","Spencer","22","1470",14556,0,14554,2,0,0,,
"G1801490","1860","Indiana","180","Starke","1490","Starke","22","1490",2195,0,2194,1,0,0,,
"G1801510","1860","Indiana","180","Steuben","1510","Steuben","22","1510",10374,0,10372,2,0,0,,
"G1801530","1860","Indiana","180","Sullivan","1530","Sullivan","22","1530",15064,0,14944,120,0,0,,
"G1801550","1860","Indiana","180","Switzerland","1550","Switzerland","22","1550",12698,0,12656,42,0,0,,
"G1801570","1860","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",25726,9387,25582,143,0,1,,
"G1801590","1860","Indiana","180","Tipton","1590","Tipton","22","1590",8170,0,8135,35,0,0,,
"G1801610","1860","Indiana","180","Union","1610","Union","22","1610",7109,0,7063,40,0,6,,
"G1801630","1860","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",20552,11484,20425,127,0,0,,
"G1801650","1860","Indiana","180","Vermillion","1650","Vermillion","22","1650",9422,0,9392,30,0,0,,
"G1801670","1860","Indiana","180","Vigo","1670","Vigo","22","1670",22517,8594,21811,706,0,0,,
"G1801690","1860","Indiana","180","Wabash","1690","Wabash","22","1690",17547,0,17469,33,0,45,,
"G1801710","1860","Indiana","180","Warren","1710","Warren","22","1710",10057,0,10040,17,0,0,,
"G1801730","1860","Indiana","180","Warrick","1730","Warrick","22","1730",13261,0,13242,19,0,0,,
"G1801750","1860","Indiana","180","Washington","1750","Washington","22","1750",17909,0,17722,187,0,0,,
"G1801770","1860","Indiana","180","Wayne","1770","Wayne","22","1770",29558,6603,28688,870,0,0,,
"G1801790","1860","Indiana","180","Wells","1790","Wells","22","1790",10844,0,10843,1,0,0,,
"G1801810","1860","Indiana","180","White","1810","White","22","1810",8258,0,8237,21,0,0,,
"G1801830","1860","Indiana","180","Whitley","1830","Whitley","22","1830",10730,0,10637,92,0,1,,
"G1900010","1860","Iowa","190","Adair","0010","Adair","31","10",984,0,984,0,0,0,,
"G1900030","1860","Iowa","190","Adams","0030","Adams","31","30",1533,0,1533,0,0,0,,
"G1900050","1860","Iowa","190","Allamakee","0050","Allamakee","31","50",12237,0,12231,6,0,0,,
"G1900070","1860","Iowa","190","Appanoose","0070","Appanoose","31","70",11931,0,11918,13,0,0,,
"G1900090","1860","Iowa","190","Audubon","0090","Audubon","31","90",454,0,454,0,0,0,,
"G1900110","1860","Iowa","190","Benton","0110","Benton","31","110",8496,0,8495,1,0,0,,
"G1900130","1860","Iowa","190","Black Hawk","0130","Black Hawk","31","130",8244,0,8226,18,0,0,,
"G1900150","1860","Iowa","190","Boone","0150","Boone","31","150",4232,0,4232,0,0,0,,
"G1900170","1860","Iowa","190","Bremer","0170","Bremer","31","170",4915,0,4910,5,0,0,,
"G1900190","1860","Iowa","190","Buchanan","0190","Buchanan","31","190",7906,0,7904,2,0,0,,
"G1900210","1860","Iowa","190","Buena Vista","0210","Buena Vista","31","210",57,0,57,0,0,0,,
"G1900215","1860","Iowa","190","Buncombe","0215","Buncombe","31","1190",,,,,,,,
"G1900230","1860","Iowa","190","Butler","0230","Butler","31","230",3724,0,3723,1,0,0,,
"G1900250","1860","Iowa","190","Calhoun","0250","Calhoun","31","250",147,0,147,0,0,0,,
"G1900270","1860","Iowa","190","Carroll","0270","Carroll","31","270",281,0,281,0,0,0,,
"G1900290","1860","Iowa","190","Cass","0290","Cass","31","290",1612,0,1612,0,0,0,,
"G1900310","1860","Iowa","190","Cedar","0310","Cedar","31","310",12949,0,12937,12,0,0,,
"G1900330","1860","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",940,0,940,0,0,0,,
"G1900350","1860","Iowa","190","Cherokee","0350","Cherokee","31","350",58,0,58,0,0,0,,
"G1900370","1860","Iowa","190","Chickasaw","0370","Chickasaw","31","370",4336,0,4331,5,0,0,,
"G1900390","1860","Iowa","190","Clarke","0390","Clarke","31","390",5427,0,5427,0,0,0,,
"G1900410","1860","Iowa","190","Clay","0410","Clay","31","410",52,0,52,0,0,0,,
"G1900430","1860","Iowa","190","Clayton","0430","Clayton","31","430",20728,0,20703,25,0,0,,
"G1900450","1860","Iowa","190","Clinton","0450","Clinton","31","450",18938,0,18925,13,0,0,,
"G1900470","1860","Iowa","190","Crawford","0470","Crawford","31","470",383,0,383,0,0,0,,
"G1900490","1860","Iowa","190","Dallas","0490","Dallas","31","490",5244,0,5244,0,0,0,,
"G1900510","1860","Iowa","190","Davis","0510","Davis","31","510",13764,0,13762,2,0,0,,
"G1900530","1860","Iowa","190","Decatur","0530","Decatur","31","530",8677,0,8670,7,0,0,,
"G1900550","1860","Iowa","190","Delaware","0550","Delaware","31","550",11024,0,11023,1,0,0,,
"G1900570","1860","Iowa","190","Des Moines","0570","Des Moines","31","570",19611,6706,19583,28,0,0,,
"G1900590","1860","Iowa","190","Dickinson","0590","Dickinson","31","590",180,0,180,0,0,0,,
"G1900610","1860","Iowa","190","Dubuque","0610","Dubuque","31","610",31164,13000,31083,81,0,0,,
"G1900630","1860","Iowa","190","Emmet","0630","Emmet","31","630",105,0,105,0,0,0,,
"G1900650","1860","Iowa","190","Fayette","0650","Fayette","31","650",12073,0,12019,54,0,0,,
"G1900670","1860","Iowa","190","Floyd","0670","Floyd","31","670",3744,0,3744,0,0,0,,
"G1900690","1860","Iowa","190","Franklin","0690","Franklin","31","690",1309,0,1309,0,0,0,,
"G1900710","1860","Iowa","190","Fremont","0710","Fremont","31","710",5074,0,5069,5,0,0,,
"G1900730","1860","Iowa","190","Greene","0730","Greene","31","730",1374,0,1374,0,0,0,,
"G1900750","1860","Iowa","190","Grundy","0750","Grundy","31","750",793,0,793,0,0,0,,
"G1900770","1860","Iowa","190","Guthrie","0770","Guthrie","31","770",3058,0,3058,0,0,0,,
"G1900790","1860","Iowa","190","Hamilton","0790","Hamilton","31","790",1699,0,1699,0,0,0,,
"G1900810","1860","Iowa","190","Hancock","0810","Hancock","31","810",179,0,179,0,0,0,,
"G1900830","1860","Iowa","190","Hardin","0830","Hardin","31","830",5440,0,5440,0,0,0,,
"G1900850","1860","Iowa","190","Harrison","0850","Harrison","31","850",3621,0,3620,1,0,0,,
"G1900870","1860","Iowa","190","Henry","0870","Henry","31","870",18701,3530,18677,24,0,0,,
"G1900890","1860","Iowa","190","Howard","0890","Howard","31","890",3168,0,3167,1,0,0,,
"G1900910","1860","Iowa","190","Humboldt","0910","Humboldt","31","910",332,0,332,0,0,0,,
"G1900930","1860","Iowa","190","Ida","0930","Ida","31","930",43,0,43,0,0,0,,
"G1900950","1860","Iowa","190","Iowa","0950","Iowa","31","950",8029,0,8029,0,0,0,,
"G1900970","1860","Iowa","190","Jackson","0970","Jackson","31","970",18493,0,18482,11,0,0,,
"G1900990","1860","Iowa","190","Jasper","0990","Jasper","31","990",9883,0,9882,1,0,0,,
"G1901010","1860","Iowa","190","Jefferson","1010","Jefferson","31","1010",15038,0,15030,8,0,0,,
"G1901030","1860","Iowa","190","Johnson","1030","Johnson","31","1030",17573,5214,17535,38,0,0,,
"G1901050","1860","Iowa","190","Jones","1050","Jones","31","1050",13306,0,13299,7,0,0,,
"G1901070","1860","Iowa","190","Keokuk","1070","Keokuk","31","1070",13271,0,13271,0,0,0,,
"G1901090","1860","Iowa","190","Kossuth","1090","Kossuth","31","1090",416,0,416,0,0,0,,
"G1901110","1860","Iowa","190","Lee","1110","Lee","31","1110",29232,11022,28987,245,0,0,,
"G1901130","1860","Iowa","190","Linn","1130","Linn","31","1130",18947,0,18936,11,0,0,,
"G1901150","1860","Iowa","190","Louisa","1150","Louisa","31","1150",10370,0,10276,94,0,0,,
"G1901170","1860","Iowa","190","Lucas","1170","Lucas","31","1170",5766,0,5764,2,0,0,,
"G1901210","1860","Iowa","190","Madison","1210","Madison","31","1210",7339,0,7339,0,0,0,,
"G1901230","1860","Iowa","190","Mahaska","1230","Mahaska","31","1230",14816,0,14800,16,0,0,,
"G1901250","1860","Iowa","190","Marion","1250","Marion","31","1250",16813,0,16780,33,0,0,,
"G1901270","1860","Iowa","190","Marshall","1270","Marshall","31","1270",6015,0,6015,0,0,0,,
"G1901290","1860","Iowa","190","Mills","1290","Mills","31","1290",4481,0,4462,16,0,3,,
"G1901310","1860","Iowa","190","Mitchell","1310","Mitchell","31","1310",3409,0,3409,0,0,0,,
"G1901330","1860","Iowa","190","Monona","1330","Monona","31","1330",832,0,828,1,0,3,,
"G1901350","1860","Iowa","190","Monroe","1350","Monroe","31","1350",8612,0,8610,2,0,0,,
"G1901370","1860","Iowa","190","Montgomery","1370","Montgomery","31","1370",1256,0,1245,0,0,11,,
"G1901390","1860","Iowa","190","Muscatine","1390","Muscatine","31","1390",16444,5324,16332,112,0,0,,
"G1901410","1860","Iowa","190","O Brien","1410","O Brien","31","1410",8,0,8,0,0,0,,
"G1901430","1860","Iowa","190","Osceola","1430","Osceola","31","1430",,,,,,,,
"G1901450","1860","Iowa","190","Page","1450","Page","31","1450",4419,0,4418,1,0,0,,
"G1901470","1860","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",132,0,132,0,0,0,,
"G1901490","1860","Iowa","190","Plymouth","1490","Plymouth","31","1490",148,0,138,0,0,10,,
"G1901510","1860","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",103,0,103,0,0,0,,
"G1901530","1860","Iowa","190","Polk","1530","Polk","31","1530",11625,3965,11612,13,0,0,,
"G1901550","1860","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",4968,0,4959,9,0,0,,
"G1901570","1860","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",5668,0,5661,7,0,0,,
"G1901590","1860","Iowa","190","Ringgold","1590","Ringgold","31","1590",2923,0,2922,1,0,0,,
"G1901610","1860","Iowa","190","Sac","1610","Sac","31","1610",246,0,246,0,0,0,,
"G1901630","1860","Iowa","190","Scott","1630","Scott","31","1630",25959,11267,25920,39,0,0,,
"G1901650","1860","Iowa","190","Shelby","1650","Shelby","31","1650",818,0,817,1,0,0,,
"G1901670","1860","Iowa","190","Sioux","1670","Sioux","31","1670",10,0,10,0,0,0,,
"G1901690","1860","Iowa","190","Story","1690","Story","31","1690",4051,0,4051,0,0,0,,
"G1901710","1860","Iowa","190","Tama","1710","Tama","31","1710",5285,0,5285,0,0,0,,
"G1901730","1860","Iowa","190","Taylor","1730","Taylor","31","1730",3590,0,3590,0,0,0,,
"G1901750","1860","Iowa","190","Union","1750","Union","31","1750",2012,0,2012,0,0,0,,
"G1901770","1860","Iowa","190","Van Buren","1770","Van Buren","31","1770",17081,0,17077,4,0,0,,
"G1901790","1860","Iowa","190","Wapello","1790","Wapello","31","1790",14518,0,14471,47,0,0,,
"G1901810","1860","Iowa","190","Warren","1810","Warren","31","1810",10281,0,10267,14,0,0,,
"G1901830","1860","Iowa","190","Washington","1830","Washington","31","1830",14235,0,14222,13,0,0,,
"G1901850","1860","Iowa","190","Wayne","1850","Wayne","31","1850",6409,0,6398,11,0,0,,
"G1901870","1860","Iowa","190","Webster","1870","Webster","31","1870",2504,0,2500,4,0,0,,
"G1901890","1860","Iowa","190","Winnebago","1890","Winnebago","31","1890",168,0,168,0,0,0,,
"G1901910","1860","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",13942,0,13942,0,0,0,,
"G1901930","1860","Iowa","190","Woodbury","1930","Woodbury","31","1930",1119,0,1078,3,0,38,,
"G1901950","1860","Iowa","190","Worth","1950","Worth","31","1950",756,0,756,0,0,0,,
"G1901970","1860","Iowa","190","Wright","1970","Wright","31","1970",653,0,653,0,0,0,,
"G2050015","1860","Kansas Territory","205","Allen","0015","Allen","32","10",3082,0,3079,3,0,0,,
"G2050035","1860","Kansas Territory","205","Anderson","0035","Anderson","32","30",2400,0,2398,0,2,0,,
"G2050055","1860","Kansas Territory","205","Arapahoe","0055","Arapahoe","62","50",34277,4749,34231,46,0,0,,
"G2050075","1860","Kansas Territory","205","Atchison","0075","Atchison","32","50",7729,2616,7693,36,0,0,,
"G2050095","1860","Kansas Territory","205","Bourbon","0095","Bourbon","32","110",6101,0,6035,65,0,1,,
"G2050115","1860","Kansas Territory","205","Breckinridge","0115","Breckinridge","32","115",3197,0,3197,0,0,0,,
"G2050135","1860","Kansas Territory","205","Brown","0135","Brown","32","130",2607,0,2607,0,0,0,,
"G2050155","1860","Kansas Territory","205","Butler","0155","Butler","32","150",437,0,432,5,0,0,,
"G2050175","1860","Kansas Territory","205","Chase","0175","Chase","32","170",808,0,808,0,0,0,,
"G2050195","1860","Kansas Territory","205","Clay","0195","Clay","32","270",163,0,163,0,0,0,,
"G2050215","1860","Kansas Territory","205","Coffey","0215","Coffey","32","310",2842,0,2842,0,0,0,,
"G2050255","1860","Kansas Territory","205","Davis","0255","Davis","32","610",1163,0,1162,1,0,0,,
"G2050275","1860","Kansas Territory","205","Dickinson","0275","Dickinson","32","410",378,0,378,0,0,0,,
"G2050295","1860","Kansas Territory","205","Doniphan","0295","Doniphan","32","430",8083,0,8026,41,0,16,,
"G2050315","1860","Kansas Territory","205","Dorn","0315","Dorn","32","1330",88,0,88,0,0,0,,
"G2050335","1860","Kansas Territory","205","Douglas","0335","Douglas","32","450",8637,0,8633,4,0,0,,
"G2050355","1860","Kansas Territory","205","Franklin","0355","Franklin","32","590",3030,0,3030,0,0,0,,
"G2050375","1860","Kansas Territory","205","Godfrey","0375","Godfrey","32","835",19,0,19,0,0,0,,
"G2050395","1860","Kansas Territory","205","Greenwood","0395","Greenwood","32","730",759,0,759,0,0,0,,
"G2050415","1860","Kansas Territory","205","Hunter","0415","Hunter","32","845",158,0,150,8,0,0,,
"G2050435","1860","Kansas Territory","205","Jackson","0435","Jackson","32","850",1936,0,1936,0,0,0,,
"G2050455","1860","Kansas Territory","205","Jefferson","0455","Jefferson","32","870",4459,0,4439,20,0,0,,
"G2050475","1860","Kansas Territory","205","Johnson","0475","Johnson","32","910",4364,0,4364,0,0,0,,
"G2050495","1860","Kansas Territory","205","Leavenworth","0495","Leavenworth","32","1030",12606,7429,12311,295,0,0,,
"G2050515","1860","Kansas Territory","205","Linn","0515","Linn","32","1070",6336,0,6313,1,0,22,,
"G2050535","1860","Kansas Territory","205","McGhee","0535","Mcghee","32","210",1501,0,1428,66,0,7,,
"G2050555","1860","Kansas Territory","205","Madison","0555","Madison","32","1115",636,0,636,0,0,0,,
"G2050575","1860","Kansas Territory","205","Marion","0575","Marion","32","1150",74,0,74,0,0,0,,
"G2050595","1860","Kansas Territory","205","Marshall","0595","Marshall","32","1170",2280,0,2280,0,0,0,,
"G2050615","1860","Kansas Territory","205","Miami/Lykins","0615","Miami/Lykins","32","1210",4980,0,4978,0,0,2,,
"G2050635","1860","Kansas Territory","205","Morris","0635","Morris","32","1270",770,0,770,0,0,0,,
"G2050655","1860","Kansas Territory","205","Nemaha","0655","Nemaha","32","1310",2436,0,2436,0,0,0,,
"G2050695","1860","Kansas Territory","205","Osage","0695","Osage","32","1390",1113,0,1113,0,0,0,,
"G2050715","1860","Kansas Territory","205","Otoe","0715","Otoe","32","1415",238,0,214,24,0,0,,
"G2050735","1860","Kansas Territory","205","Pottawatomie","0735","Pottawatomie","32","1490",1529,0,1529,0,0,0,,
"G2050755","1860","Kansas Territory","205","Riley","0755","Riley","32","1610",1224,0,1224,0,0,0,,
"G2050795","1860","Kansas Territory","205","Shawnee","0795","Shawnee","32","1770",3513,0,3505,8,0,0,,
"G2050815","1860","Kansas Territory","205","Wabaunsee","0815","Wabaunsee","32","1970",1023,0,1023,0,0,0,,
"G2050835","1860","Kansas Territory","205","Washington","0835","Washington","32","2010",383,0,383,0,0,0,,
"G2050855","1860","Kansas Territory","205","Wilson","0855","Wilson","32","2050",27,0,27,0,0,0,,
"G2050875","1860","Kansas Territory","205","Woodson","0875","Woodson","32","2070",1488,0,1488,0,0,0,,
"G2052090","1860","Kansas Territory","205","Wyandotte","2090","Wyandotte","32","2090",2609,0,2420,48,0,141,,
"G2100010","1860","Kentucky","210","Adair","0010","Adair","51","10",9509,0,7847,60,1602,0,,
"G2100030","1860","Kentucky","210","Allen","0030","Allen","51","30",9187,0,7625,40,1522,0,,
"G2100050","1860","Kentucky","210","Anderson","0050","Anderson","51","50",7404,0,6033,14,1357,0,,
"G2100070","1860","Kentucky","210","Ballard","0070","Ballard","51","70",8692,0,6943,31,1718,0,,
"G2100090","1860","Kentucky","210","Barren","0090","Barren","51","90",16665,0,12539,48,4078,0,,
"G2100110","1860","Kentucky","210","Bath","0110","Bath","51","110",12113,0,9472,141,2500,0,,
"G2100150","1860","Kentucky","210","Boone","0150","Boone","51","150",11196,0,9403,48,1745,0,,
"G2100170","1860","Kentucky","210","Bourbon","0170","Bourbon","51","170",14860,0,7793,300,6767,0,,
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd","51","190",6044,0,5871,17,156,0,,
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle","51","210",9304,4962,5590,435,3279,0,,
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken","51","230",11021,0,10188,83,750,0,,
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt","51","250",4980,0,4750,25,190,15,,
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",13236,0,10879,17,2340,0,,
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt","51","290",7289,0,5815,16,1458,0,,
"G2100310","1860","Kentucky","210","Butler","0310","Butler","51","310",7927,0,7132,25,770,0,,
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell","51","330",9318,0,6873,39,2406,0,,
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway","51","350",9915,0,8409,14,1492,0,,
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell","51","370",20909,10046,20701,88,116,4,,
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll","51","410",6578,0,5491,42,1045,0,,
"G2100430","1860","Kentucky","210","Carter","0430","Carter","51","430",8516,0,8170,37,309,0,,
"G2100450","1860","Kentucky","210","Casey","0450","Casey","51","450",6466,0,5743,57,666,0,,
"G2100470","1860","Kentucky","210","Christian","0470","Christian","51","470",21627,0,11619,57,9951,0,,
"G2100490","1860","Kentucky","210","Clark","0490","Clark","51","490",11484,0,6598,124,4762,0,,
"G2100510","1860","Kentucky","210","Clay","0510","Clay","51","510",6652,0,6041,262,349,0,,
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton","51","530",5781,0,5503,20,258,0,,
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden","51","550",8796,0,7838,19,939,0,,
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland","51","570",7340,0,5874,53,1413,0,,
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess","51","590",15549,0,11958,76,3515,0,,
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson","51","610",4645,0,4361,11,273,0,,
"G2100650","1860","Kentucky","210","Estill","0650","Estill","51","650",6886,0,6363,16,507,0,,
"G2100670","1860","Kentucky","210","Fayette","0670","Fayette","51","670",22599,9321,11899,685,10015,0,,
"G2100690","1860","Kentucky","210","Fleming","0690","Fleming","51","690",12489,0,10359,112,2018,0,,
"G2100710","1860","Kentucky","210","Floyd","0710","Floyd","51","710",6388,0,6168,73,147,0,,
"G2100730","1860","Kentucky","210","Franklin","0730","Franklin","51","730",12694,3702,8860,450,3384,0,,
"G2100750","1860","Kentucky","210","Fulton","0750","Fulton","51","750",5317,0,4220,19,1078,0,,
"G2100770","1860","Kentucky","210","Gallatin","0770","Gallatin","51","770",5056,0,4334,14,708,0,,
"G2100790","1860","Kentucky","210","Garrard","0790","Garrard","51","790",10531,0,6857,96,3578,0,,
"G2100810","1860","Kentucky","210","Grant","0810","Grant","51","810",8356,0,7630,30,696,0,,
"G2100830","1860","Kentucky","210","Graves","0830","Graves","51","830",16233,0,13386,2,2845,0,,
"G2100850","1860","Kentucky","210","Grayson","0850","Grayson","51","850",7982,0,7628,3,351,0,,
"G2100870","1860","Kentucky","210","Green","0870","Green","51","870",8806,0,6323,111,2372,0,,
"G2100890","1860","Kentucky","210","Greenup","0890","Greenup","51","890",8760,0,8350,47,363,0,,
"G2100910","1860","Kentucky","210","Hancock","0910","Hancock","51","910",6213,0,5382,13,818,0,,
"G2100930","1860","Kentucky","210","Hardin","0930","Hardin","51","930",15189,0,12626,33,2530,0,,
"G2100950","1860","Kentucky","210","Harlan","0950","Harlan","51","950",5494,0,5352,15,127,0,,
"G2100970","1860","Kentucky","210","Harrison","0970","Harrison","51","970",13779,0,10341,149,3289,0,,
"G2100990","1860","Kentucky","210","Hart","0990","Hart","51","990",10348,0,8878,75,1395,0,,
"G2101010","1860","Kentucky","210","Henderson","1010","Henderson","51","1010",14262,0,8405,77,5767,13,,
"G2101030","1860","Kentucky","210","Henry","1030","Henry","51","1030",11949,0,8602,36,3311,0,,
"G2101050","1860","Kentucky","210","Hickman","1050","Hickman","51","1050",7008,0,5739,20,1249,0,,
"G2101070","1860","Kentucky","210","Hopkins","1070","Hopkins","51","1070",11875,0,9836,30,2009,0,,
"G2101090","1860","Kentucky","210","Jackson","1090","Jackson","51","1090",3087,0,3059,21,7,0,,
"G2101110","1860","Kentucky","210","Jefferson","1110","Jefferson","51","1110",89404,68033,77093,2007,10304,0,,
"G2101130","1860","Kentucky","210","Jessamine","1130","Jessamine","51","1130",9465,0,5671,96,3698,0,,
"G2101150","1860","Kentucky","210","Johnson","1150","Johnson","51","1150",5306,0,5260,19,27,0,,
"G2101170","1860","Kentucky","210","Kenton","1170","Kenton","51","1170",25467,16471,24815,85,567,0,,
"G2101210","1860","Kentucky","210","Knox","1210","Knox","51","1210",7707,0,7034,184,489,0,,
"G2101230","1860","Kentucky","210","Larue","1230","Larue","51","1230",6891,0,5987,4,900,0,,
"G2101250","1860","Kentucky","210","Laurel","1250","Laurel","51","1250",5488,0,5301,1,186,0,,
"G2101270","1860","Kentucky","210","Lawrence","1270","Lawrence","51","1270",7601,0,7443,12,146,0,,
"G2101330","1860","Kentucky","210","Letcher","1330","Letcher","51","1330",3904,0,3787,9,108,0,,
"G2101350","1860","Kentucky","210","Lewis","1350","Lewis","51","1350",8361,0,8114,17,230,0,,
"G2101370","1860","Kentucky","210","Lincoln","1370","Lincoln","51","1370",10647,0,7059,158,3430,0,,
"G2101390","1860","Kentucky","210","Livingston","1390","Livingston","51","1390",7213,0,5955,36,1222,0,,
"G2101410","1860","Kentucky","210","Logan","1410","Logan","51","1410",19021,0,12295,370,6356,0,,
"G2101430","1860","Kentucky","210","Lyon","1430","Lyon","51","1430",5307,0,4167,46,1094,0,,
"G2101450","1860","Kentucky","210","McCracken","1450","Mccracken","51","1450",10360,4590,8554,68,1738,0,,
"G2101490","1860","Kentucky","210","McLean","1490","Mclean","51","1490",6144,0,5227,29,888,0,,
"G2101510","1860","Kentucky","210","Madison","1510","Madison","51","1510",17207,0,11025,148,6034,0,,
"G2101530","1860","Kentucky","210","Magoffin","1530","Magoffin","51","1530",3485,0,3338,76,71,0,,
"G2101550","1860","Kentucky","210","Marion","1550","Marion","51","1550",12593,0,9004,110,3479,0,,
"G2101570","1860","Kentucky","210","Marshall","1570","Marshall","51","1570",6982,0,6596,35,351,0,,
"G2101610","1860","Kentucky","210","Mason","1610","Mason","51","1610",18222,3499,14065,385,3772,0,,
"G2101630","1860","Kentucky","210","Meade","1630","Meade","51","1630",8898,0,6944,22,1932,0,,
"G2101670","1860","Kentucky","210","Mercer","1670","Mercer","51","1670",13701,0,10149,278,3274,0,,
"G2101690","1860","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",6745,0,5914,50,781,0,,
"G2101710","1860","Kentucky","210","Monroe","1710","Monroe","51","1710",8551,0,7612,17,922,0,,
"G2101730","1860","Kentucky","210","Montgomery","1730","Montgomery","51","1730",7859,0,4967,140,2752,0,,
"G2101750","1860","Kentucky","210","Morgan","1750","Morgan","51","1750",9237,0,8986,81,170,0,,
"G2101770","1860","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",10725,0,9101,40,1584,0,,
"G2101790","1860","Kentucky","210","Nelson","1790","Nelson","51","1790",15799,0,10160,109,5530,0,,
"G2101810","1860","Kentucky","210","Nicholas","1810","Nicholas","51","1810",11030,0,9261,155,1614,0,,
"G2101830","1860","Kentucky","210","Ohio","1830","Ohio","51","1830",12209,0,10888,29,1292,0,,
"G2101850","1860","Kentucky","210","Oldham","1850","Oldham","51","1850",7283,0,4815,37,2431,0,,
"G2101870","1860","Kentucky","210","Owen","1870","Owen","51","1870",12719,0,10989,70,1660,0,,
"G2101890","1860","Kentucky","210","Owsley","1890","Owsley","51","1890",5335,0,5205,18,112,0,,
"G2101910","1860","Kentucky","210","Pendleton","1910","Pendleton","51","1910",10443,0,9977,42,424,0,,
