year,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,state,ICPSRSTI,ICPSRCTYI,ICPSRFIP,STATE,COUNTY,PID,longitude,latitude,GISJOIN,GISJOIN2,area,SHAPE_LEN,border,longitude_miles,distance,distance_1820,census_pop,urban_census_pop,rural_census_pop,enslaved,slavery_legal,area_sq_miles,ruralpopden,urbanpopden
1810,Montgomery,510,1210,40,1210,MONTGOMERY,Virginia,40,1210,0,510,1210,497,1367230.27933815,65526.34174145,G5101210,5101210,2704401009.26,250108.550595,0,849.5575087353294,-141.071626702563,-141.071626702563,8409,0,8409,1099,1,1044.1750672396552,8.053247260758427,0
1810,Montgomery,240,0310,52,290,MONTGOMERY,Maryland,52,290,0,240,0310,212,1599195.03786378,342092.84564117,G2400310,2400310,1311045720.64,174262.163686,0,993.6937272974454,-40.62801112530817,-40.62801112530817,17980,0,17980,7572,1,506.19758268694045,35.51972710845557,0
1810,Wilkinson,130,3190,44,3190,WILKINSON,Georgia,44,3190,0,130,3190,48,1190717.24620877,-444974.21961986,G1303190,1303190,1176077943.2,162471.446923,0,739.8773948942985,-390.94080543125295,-390.94080543125295,2154,0,2154,318,1,454.08623248368,4.743592397017708,0
1810,Claiborne,470,0250,54,250,CLAIBORNE,Tennessee,54,250,0,470,0250,505,1095186.18010554,-42752.58334903,G4700250,4700250,1532297415.36,227335.501933,0,680.5171424540309,-145.9024332559133,-145.9024332559133,4798,0,4798,327,1,591.6233395995066,8.109889652507551,0
1810,Gallatin,210,0770,51,770,GALLATIN,Kentucky,51,770,0,210,0770,67,942759.96568651,184452.00921599,G2100770,2100770,1099819802.91,188208.818842,1,585.8038838722547,-5.569720678970015,-5.569720678970015,3307,0,3307,688,1,424.64279991127836,7.787721823355864,0
1810,Humphreys,470,0850,54,850,HUMPHREYS,Tennessee,54,850,0,470,0850,306,725934.90836992,-183394.00180928,G4700850,4700850,4387511578.79,438839.912659,0,451.07503950051694,-107.76928825739249,-107.76928825739249,1511,0,1511,132,1,1694.0276912007932,0.8919570842014655,0
1810,Cumberland,510,0490,40,490,CUMBERLAND,Virginia,40,490,0,510,0490,449,1545529.58898275,146129.1718439,G5100490,5100490,776299022.994,148505.541916,0,960.347563344288,-153.9511253821264,-153.9511253821264,9992,0,9992,6102,1,299.73072845237516,33.33658864939385,0
1810,Hampshire,250,0150,3,150,HAMPSHIRE,Massachusetts,3,150,0,250,0150,225,1894205.84127416,778785.71470129,G2500150,2500150,4925877907.07,359762.93537,0,1177.0049419354468,229.50544211942508,229.50544211942508,76275,0,76275,0,0,1901.8920926362723,40.10479895011963,0
1810,Rowan,370,1590,47,1590,ROWAN,North Carolina,47,1590,0,370,1590,335,1392049.01560878,-79843.08859202,G3701590,3701590,3572822637.04,256919.58583,0,864.9791564816347,-214.45563759320046,-214.45563759320046,21543,0,21543,3757,1,1379.4745322504575,15.616816038535354,0
1810,Columbiana,390,0290,24,290,COLUMBIANA,Ohio,24,290,0,390,0290,351,1265880.041934,468693.69558287,G3900290,3900290,2204988644.2,190180.93704,1,786.5813908859759,14.581793504420173,14.581793504420173,10878,0,10878,0,0,851.350875087201,12.777340481250816,0
