year,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,state,ICPSRSTI,ICPSRCTYI,ICPSRFIP,STATE,COUNTY,PID,longitude,latitude,GISJOIN,GISJOIN2,area,SHAPE_LEN,border,longitude_miles,distance,distance_1820,census_pop,urban_census_pop,rural_census_pop,enslaved,slavery_legal,area_sq_miles,ruralpopden,urbanpopden
1800,Lunenburg,510,1110,40,1110,LUNENBURG,Virginia,40,1110,0,510,1110,167,1557711.37823193,83916.93570404,G5101110,5101110,1119857463.21,168612.89282,0,967.9169762536351,-193.34130583153205,-193.34130583153205,10381,0,10381,5876,1,432.3793838052486,24.009007803840593,0
1800,Southampton,510,1750,40,1750,SOUTHAMPTON,Virginia,40,1750,0,510,1750,268,1661130.0792946,78273.74316981,G5101750,5101750,1581847265.02,237359.800783,0,1032.1783778325828,-208.92684257625206,-186.03662636267197,13925,0,13925,6625,1,610.7546435086863,22.79966292192743,0
1800,Woodford,210,2390,51,2390,WOODFORD,Kentucky,51,2390,0,210,2390,315,976259.09262975,118660.12111487,G2102390,2102390,497231851.203,147420.521332,0,606.6192763198857,-49.97342108998202,-49.97342108998202,6624,0,6624,2107,1,191.98229104553454,34.50318237127878,0
1800,Fluvanna,510,0650,40,650,FLUVANNA,Virginia,40,650,0,510,0650,145,1535894.81895937,181938.58213711,G5100650,5100650,751629422.037,109904.830672,0,954.360794807928,-130.9787036607839,-130.9787036607839,4623,0,4623,1920,1,290.20574227249665,15.930077619412186,0
1800,Isle Of Wight,510,0930,40,930,ISLE OF WIGHT,Virginia,40,930,0,510,0930,158,1689962.82818813,103680.00087765,G5100930,5100930,830480871.534,213399.373429,0,1050.094217388035,-197.0976112228941,-164.28551837065896,9342,0,9342,4029,1,320.65045712748906,29.134528868878757,0
1800,Orangeburg,450,0750,48,750,ORANGEBURG,South Carolina,48,750,0,450,0750,418,1370085.02381853,-319881.34263533,G4500750,4500750,6671713204.95,483217.718253,0,851.331364716636,-338.8396769755466,-338.8396769755466,15766,0,15766,5356,1,2575.962869607334,6.120429834612983,0
1800,Richmond,510,1590,40,8010,RICHMOND-WESTMORE,Virginia,40,8010,0,510,1590,264,1660534.3736009,228524.39643757,G5101590,5101590,1112355123.73,397255.805814,0,1031.8082234754656,-117.41354669317438,-109.99247803102327,13744,0,13744,7826,1,429.4827143379024,32.001287924213614,0
1800,Richmond,360,0850,13,850,RICHMOND,New York,13,850,0,360,0850,248,1817708.90070715,555133.13065329,G3600850,3600850,152308395.516,79066.2433707,1,1129.4719467728155,2.6775857044516598,85.72109571892273,4563,0,4563,675,0,58.80660027286417,77.59333100073053,0
1800,Washington,470,1790,54,1790,WASHINGTON,Tennessee,54,1790,0,470,1790,112,1198740.21041808,-57542.37365096,G4701790,4701790,1226080554.76,174054.838468,0,744.8626337303149,-151.6925908026644,-151.6925908026644,6379,0,6379,533,1,473.39234873975545,13.475080484468954,0
1800,Essex,340,0130,12,130,ESSEX,New Jersey,12,130,0,340,0130,216,1804347.77752815,571056.84319986,G3400130,3400130,670800584.806,177927.69795,1,1121.1697297334504,-8.152716842613366,-89.24694009994982,22269,0,22269,1521,1,258.9975537451316,85.98150707598563,0
1800,St Clair,185,0155,NA,NA,NA,Indiana Territory,22,8110,0,185,0155,305,524154.65721124,212811.42391219,G1850155,1850155,22742096129.4,734197.248825,0,325.6946042680993,139.7996217530154,30.38828362128558,1255,0,1255,0,0,8780.772405341142,0.14292592292183912,0
1800,Bladen,370,0170,47,170,BLADEN,North Carolina,47,170,0,370,0170,316,1574178.46916651,-188189.35908165,G3700170,3700170,3642545312.97,347043.713434,0,978.1491521803356,-340.7403686581253,-340.7403686581253,7028,0,7028,2299,1,1406.3946079263858,4.997175017872269,0
1800,Orange,500,0170,6,170,ORANGE,Vermont,6,170,0,500,0170,295,1864131.99018222,963513.782352,G5000170,5000170,2185707833.03,217982.876493,0,1158.31791722728,218.43370211573762,331.2221825723931,18238,0,18238,0,0,843.9065122760148,21.61139857875031,0
1800,Rowan,370,1590,47,1590,ROWAN,North Carolina,47,1590,0,370,1590,352,1392049.01560878,-79843.08859202,G3701590,3701590,3572822637.04,256919.58583,0,864.9791564816347,-214.45563759320046,-214.45563759320046,20060,0,20060,2839,1,1379.4745322504575,14.54176900770641,0
1800,Norfolk City,510,7100,40,7100,NORFOLK CITY,Virginia,40,7100,0,510,7100,279,1728379.37570268,108776.00956162,G5107100,5107100,14084265.2829,26060.8309805,0,1073.9651533187932,-198.8835487538517,-153.61442675970156,6926,6926,0,2724,1,5.437965227212121,0,1273.6381551948152
1800,Garrard,210,0790,51,790,GARRARD,Kentucky,51,790,0,210,0790,45,997917.62011578,78266.71254074,G2100790,2100790,509219787.371,194412.961793,0,620.0772613659851,-75.31370833642232,-75.31370833642232,6186,0,6186,1259,1,196.6108590764684,31.4631655090529,0
1800,Montgomery,360,0570,13,570,MONTGOMERY,New York,13,570,0,360,0570,239,1703804.03684526,903121.79608712,G3600570,3600570,12226462836.5,674700.564482,0,1058.6947457133217,172.7620903877256,282.87065472514155,21700,0,21700,466,0,4720.6636925116445,4.596811256523645,0
1800,Dinwiddie,510,0530,40,530,DINWIDDIE,Virginia,40,530,0,510,0530,141,1607807.1403882,108520.43163519,G5100530,5100530,1330024980.01,170655.581755,0,999.0450397107144,-184.0711968984476,-184.0711968984476,11853,0,11853,6866,1,513.5255156972344,23.08161841560434,0
1800,Surry,510,1810,40,1810,SURRY,Virginia,40,1810,0,510,1810,271,1670118.86775392,124594.52295041,G5101810,5101810,729321140.486,160017.465431,0,1037.7637520343194,-181.85475705262715,-157.87191069835683,6535,0,6535,3258,1,281.592466612283,23.20729697999295,0
1800,Chester,450,0230,48,230,CHESTER,South Carolina,48,230,0,450,0230,406,1343223.7613653,-209335.26629901,G4500230,4500230,1518160608.55,173826.12214,0,834.6405500410726,-268.8967266336301,-268.8967266336301,8185,0,8185,1164,1,586.1650879752681,13.963642952999185,0
1800,Chesterfield,510,0410,40,410,CHESTERFIELD,Virginia,40,410,0,510,0410,138,1605561.61581017,143413.02806764,G5100410,5100410,1250566303.86,199654.911363,0,997.6497354264657,-162.51428495003086,-162.51428495003086,14488,0,14488,7852,1,482.84634932079416,30.005404452948326,0
1800,Anne Arundel,240,0030,52,30,ANNE ARUNDEL,Maryland,52,30,0,240,0030,69,1639847.28054059,345940.79843561,G2400030,2400030,1755501132.37,658168.465272,0,1018.9538597966562,-43.37994594855573,-43.37994594855573,22623,0,22623,9760,1,677.8027765317648,33.37696566508501,0
1800,Amherst,510,0090,40,90,AMHERST,Virginia,40,90,0,510,0090,127,1475447.95315532,154119.46152691,G5100090,5100090,2468483006.34,291214.527911,0,916.8008537362551,-141.16552599617722,-141.16552599617722,16801,0,16801,7462,1,953.08661707322,17.627988578407745,0
1800,Grainger,470,0570,54,570,GRAINGER,Tennessee,54,570,0,470,0570,285,1091605.2789146,-56591.75416473,G4700570,4700570,2722516066.06,317105.172189,0,678.2920736117325,-154.7840680870521,-154.7840680870521,7367,0,7367,496,1,1051.169329772254,7.008385605767371,0
1800,Somerset,420,1110,14,1110,SOMERSET,Pennsylvania,14,1110,0,420,1110,392,1432280.58752683,419549.05561677,G4201110,4201110,3892343415.35,322777.611115,1,889.9778962899354,25.902732430480103,25.902732430480103,10188,0,10188,0,0,1502.8421944551108,6.779154882388625,0
1800,Montgomery,420,0910,14,910,MONTGOMERY,Pennsylvania,14,910,0,420,0910,388,1727245.55662697,492046.76164172,G4200910,4200910,1262498795.63,197274.457858,0,1073.2606308079378,21.37787211080689,27.175369916614336,24150,0,24150,33,0,487.4535101499812,49.54318616470616,0
1800,Fairfield,090,0010,1,10,FAIRFIELD,Connecticut,1,10,0,090,0010,1,1861788.50503769,645291.71590303,G0900010,0900010,1673889466.31,411293.875529,0,1156.861743069033,32.4415525613507,147.26013864324187,38208,0,38208,276,0,646.2923361037537,59.11875766675688,0
1800,Franklin,130,1190,44,1190,FRANKLIN,Georgia,44,1190,0,130,1190,287,1161075.03023998,-270598.87627212,G1301190,1301190,1990953165.43,238017.153453,0,721.458575817215,-282.09581569569974,-282.09581569569974,6859,0,6859,959,1,768.7113147294382,8.922725434858663,0
1800,King And Queen,510,0970,40,970,KING AND QUEEN,Virginia,40,970,0,510,0970,322,1656582.1507552401,192048.18687053,G5100970,5100970,829598768.546,233979.512163,0,1029.3524260538704,-139.10546603822797,-128.03511067618584,9879,0,9879,5380,1,320.30987525976553,30.84200882657242,0
