year,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,state,ICPSRSTI,ICPSRCTYI,ICPSRFIP,STATE,COUNTY,PID,longitude,latitude,GISJOIN,GISJOIN2,area,SHAPE_LEN,border,longitude_miles,distance,distance_1820,census_pop,urban_census_pop,rural_census_pop,enslaved,slavery_legal,area_sq_miles,ruralpopden,urbanpopden
1790,Elizabeth City,510,0550,40,550,ELIZABETH CITY,Virginia,40,550,0,510,0550,225,1717312.64463939,127891.00991176,G5100550,5100550,136064259.722,143249.830251,0,1067.0886054438267,-185.84219530061912,-144.2107402398899,3450,0,3450,1876,1,52.534704379144166,65.67087491539442,0
1790,Cumberland,340,0110,12,110,CUMBERLAND,New Jersey,12,110,0,340,0110,184,1769750.04077801,404935.9938201,G3400110,3400110,1355212420.76,221264.617869,0,1099.6716928003025,-34.285330999186264,-15.197975944374308,8248,0,8248,120,1,523.2504409389693,15.763006305735779,0
1790,Fayette (old),510,0617,51,670,FAYETTE,Virginia,51,670,0,510,0617,229,1001987.0781883,113731.17690734,G5100617,5100617,1430649579.09,244281.606802,0,622.6059053802667,-59.27900611275004,-59.27900611275004,18410,0,18410,3752,1,552.3768906044905,33.328693348943546,0
1790,Ohio,510,1355,40,1355,OHIO,Virginia,40,1355,0,510,1355,262,1294247.47749958,351158.96328008,G5101355,5101355,3985986516.35,497146.681123,1,804.2080981440761,-6.730370880940604,-6.730370880940604,5212,0,5212,281,1,1538.997997883819,3.3866190905814686,0
1790,Orange,360,0710,13,710,ORANGE,New York,13,710,0,360,0710,179,1793856.12011786,630493.18270521,G3600710,3600710,1750741135.18,215196.765598,0,1114.6505160598726,-24.552309634672927,-120.34492260821477,18477,0,18477,961,1,675.9649313420499,27.334258248155066,0
1790,New Hanover,370,1290,47,1290,NEW HANOVER,North Carolina,47,1290,0,370,1290,136,1635699.22612999,-181289.75923396,G3701290,3701290,3138698599.15,844004.85489,0,1016.3763782820764,-364.2798567177027,-342.7186303653294,6837,0,6837,3737,1,1211.858304145966,5.641748690098093,0
1790,New Haven,090,0090,1,90,NEW HAVEN,Connecticut,1,90,0,090,0090,4,1897677.3244827,669310.49314818,G0900090,0900090,1528737988.55,312354.008005,1,1179.1620215955693,19.803718586731183,172.26811963191398,30703,4487,26216,387,0,590.2490372249918,44.41515080355304,7.601876016766192
1790,Buckingham,510,0290,40,290,BUCKINGHAM,Virginia,40,290,0,510,0290,217,1515880.09706535,144385.31774294,G5100290,5100290,1885593138.8,237264.373214,0,941.9242232023421,-151.63212551992368,-151.63212551992368,9779,0,9779,4168,1,728.0315810235056,13.432109615701231,0
1790,Chesterfield,510,0410,40,410,CHESTERFIELD,Virginia,40,410,0,510,0410,221,1605561.61581017,143413.02806764,G5100410,5100410,1250566303.86,199654.911363,0,997.6497354264657,-162.51428495003086,-162.51428495003086,14214,0,14214,7487,1,482.84634932079416,29.437936146756453,0
1790,Rowan,370,1590,47,1590,ROWAN,North Carolina,47,1590,0,370,1590,147,1392049.01560878,-79843.08859202,G3701590,3701590,3572822637.04,256919.58583,0,864.9791564816347,-214.45563759320046,-214.45563759320046,15972,0,15972,1741,1,1379.4745322504575,11.578321764261554,0
1790,Orange,370,1350,47,1350,ORANGE,North Carolina,47,1350,0,370,1350,139,1493400.96853686,-28406.87010409,G3701350,3701350,2581694014.22,204444.412186,0,927.956340308138,-238.73152049954624,-238.73152049954624,12216,0,12216,2060,1,996.7976315864537,12.255245812088878,0
1790,Fayette,420,0510,14,510,FAYETTE,Pennsylvania,14,510,0,420,0510,72,1378518.06807883,390094.94707512,G4200510,4200510,2066812707.52,243684.173782,1,856.5714154828488,13.848971347872325,13.848971347872325,13318,0,13318,282,0,798.0008476764287,16.689205329516327,0
1790,King And Queen,510,0970,40,970,KING AND QUEEN,Virginia,40,970,0,510,0970,244,1656582.1507552401,192048.18687053,G5100970,5100970,829598768.546,233979.512163,0,1029.3524260538704,-139.10546603822797,-128.03511067618584,9377,0,9377,5143,1,320.30987525976553,29.274776471988016,0
1790,Northampton,370,1310,47,1310,NORTHAMPTON,North Carolina,47,1310,0,370,1310,137,1642320.53196998,39993.8206102,G3701310,3701310,1426082164.89,233598.429085,0,1020.4906669860391,-229.95877450634276,-212.5385919270351,9992,0,9992,4414,1,550.6134021229132,18.147033765388606,0
1790,Charlotte,510,0370,40,370,CHARLOTTE,Virginia,40,370,0,510,0370,220,1519126.68870856,85741.02889144,G5100370,5100370,1311515933.81,206198.536679,0,943.9415617223913,-187.85304771106533,-187.85304771106533,10078,0,10078,4816,1,506.3791330068525,19.902083919132625,0
1790,Albemarle,510,0030,40,30,ALBEMARLE,Virginia,40,30,0,510,0030,209,1508360.36252234,197440.28782088,G5100030,5100030,1907381415.23,193452.10798,0,937.2516767840436,-118.36464392173208,-118.36464392173208,12585,0,12585,5579,1,736.4440815840481,17.088873839450784,0
1790,Hampshire,250,0150,3,150,HAMPSHIRE,Massachusetts,3,150,0,250,0150,43,1894343.79158923,779005.46760236,G2500150,2500150,4930698597.09,350824.757262,0,1177.0906602871917,38.70110957523842,229.66574965680286,59656,0,59656,0,0,1903.7533714586584,31.33599178043293,0
1790,Hunterdon,340,0190,12,190,HUNTERDON,New Jersey,12,190,0,340,0190,61,1759153.54139331,534533.62297458,G3400190,3400190,1405560916.29,202415.065304,1,1093.0873333440893,-9.29998647794768,-56.95408678703253,20153,0,20153,1301,1,542.6901037424669,37.13537405790541,0
1790,New London,090,0110,1,110,NEW LONDON,Connecticut,1,110,0,090,0110,5,1959345.29862727,692595.15665936,G0900110,0900110,1557319128.1,382526.213359,1,1217.480724212642,12.781369731353482,207.92216290951123,32918,0,32918,581,0,601.2842768988496,54.74615130429827,0
1790,Laurens,450,0590,48,590,LAURENS,South Carolina,48,590,0,450,0590,96,1269362.29275841,-242547.78836689,G4500590,4500590,1987707428.4,245386.615295,0,788.745161232409,-273.3066249002047,-273.3066249002047,9337,0,9337,1120,1,767.4581286560941,12.16613604230128,0
1790,New Kent,510,1270,40,1270,NEW KENT,Virginia,40,1270,0,510,1270,259,1652543.0688937,166339.31876902,G5101270,5101270,567619458.023,185813.786917,0,1026.842656942021,-154.2197565132752,-142.01200330502184,6239,0,6239,3700,1,219.15909797337352,28.46790326157484,0
1790,Goochland,510,0750,40,750,GOOCHLAND,Virginia,40,750,0,510,0750,233,1569368.94112962,174646.68110274,G5100750,5100750,751062298.24,157890.687155,0,975.1606500099543,-139.30389806240504,-139.30389806240504,9053,0,9053,4656,1,289.9867745503142,31.218665106498705,0
1790,Louisa,510,1090,40,1090,LOUISA,Virginia,40,1090,0,510,1090,249,1559955.2713426,202079.6848521,G5101090,5101090,1322938907.64,176197.013991,0,969.3112667910651,-121.4696812259055,-121.4696812259055,8467,0,8467,4573,1,510.7895678595894,16.576297819628703,0
1790,Hampshire,510,0833,40,835,HAMPSHIRE,Virginia,40,835,0,510,0833,236,1468645.90819268,342969.96352929,G5100833,5100833,2703713366.98,349351.530757,0,912.5742589481677,-24.982351140803615,-24.982351140803615,7346,0,7346,454,1,1043.909567071042,7.03700802418269,0
1790,Craven,370,0490,47,490,CRAVEN,North Carolina,47,490,0,370,0490,113,1703461.99771,-94826.69625495,G3700490,3700490,2822217070.87,969123.68704,0,1058.4822124480534,-319.55581009615395,-280.42423019109896,10474,0,10474,3663,1,1089.6641029382458,9.612136411355738,0
1790,Indian Lands (No Data),360,0435,NA,NA,Indian Lands (No Data),New York,0,0,0,360,0435,286,1402754.18815293,695917.27079223,G3600435,3600435,14280789394.7,664473.056162,1,871.6310423084996,-39.771869699495475,-163.30711211252924,NA,NA,NA,NA,1,5513.8436109837385,NA,NA
1790,Hartford,090,0030,1,30,HARTFORD,Connecticut,1,30,0,090,0030,2,1900679.26331237,715694.38816526,G0900030,0900030,1858417905.74,197092.380518,0,1181.027339905185,39.744274887765506,197.13623281594104,38149,2683,35466,256,0,717.5391648801456,49.427267159589924,3.7391687190317424
1790,Kings,360,0470,13,470,KINGS,New York,13,470,0,360,0470,287,1832650.77383387,566027.28997345,G3600470,3600470,179497245.621,105486.785915,0,1138.7563962918243,-27.92622132819529,-96.83588103549114,4549,0,4549,1482,1,69.30427398669168,65.63808749909902,0
